index,City,Date,Card Type,Exp Type,Gender,Amount,Year,Month,Day,DayOfWeek,Is_Weekend,City_Code,Card Type_Code,Exp Type_Code,Gender_Code,Customer_ID,AE_Fraud
16751,Aurangabad,2014-01-16,Silver,Bills,F,41655,2014,1,16,3,0,47,3,0,0,3014,0
15858,Aurangabad,2014-01-17,Platinum,Grocery,M,119962,2014,1,17,4,0,47,1,4,1,3014,0
19146,Aurangabad,2014-05-20,Silver,Entertainment,F,108274,2014,5,20,1,0,47,3,1,0,3015,0
19876,Aurangabad,2014-07-10,Platinum,Bills,F,54690,2014,7,10,3,0,47,1,0,0,3015,0
16759,Aurangabad,2014-10-02,Signature,Entertainment,M,241039,2014,10,2,3,0,47,2,1,1,3015,0
15812,Aurangabad,2014-10-25,Silver,Food,M,242143,2014,10,25,5,1,47,3,2,1,3015,0
15623,Aurangabad,2014-11-12,Signature,Bills,M,289240,2014,11,12,2,0,47,2,0,1,3015,0
18222,Aurangabad,2014-12-04,Platinum,Entertainment,M,148429,2014,12,4,3,0,47,1,1,1,3015,0
17779,Aurangabad,2015-01-18,Silver,Grocery,M,246702,2015,1,18,6,1,47,3,4,1,3015,0
14474,Aurangabad,2015-03-09,Silver,Grocery,M,81022,2015,3,9,0,0,47,3,4,1,3015,0
15984,Aurangabad,2015-03-12,Silver,Fuel,F,137815,2015,3,12,3,0,47,3,3,0,3015,0
15245,Aurangabad,2015-03-26,Platinum,Entertainment,F,132196,2015,3,26,3,0,47,1,1,0,3015,0
19750,Aurangabad,2015-03-27,Gold,Fuel,M,104069,2015,3,27,4,0,47,0,3,1,3015,0
16911,Azamgarh,2013-10-30,Platinum,Fuel,F,30349,2013,10,30,2,0,48,1,3,0,3016,0
16151,Azamgarh,2014-03-03,Silver,Entertainment,M,71855,2014,3,3,0,0,48,3,1,1,3017,0
18845,Bagaha,2013-12-02,Platinum,Entertainment,F,224207,2013,12,2,0,0,49,1,1,0,3018,0
18313,Bahadurgarh,2013-10-04,Silver,Food,F,91707,2013,10,4,4,0,50,3,2,0,3019,0
15869,Bahadurgarh,2014-04-11,Signature,Entertainment,M,33800,2014,4,11,4,0,50,2,1,1,3020,0
15238,Bahadurgarh,2014-08-24,Platinum,Food,M,216707,2014,8,24,6,1,50,1,2,1,3021,0
17058,Bahadurgarh,2014-10-14,Gold,Grocery,M,143531,2014,10,14,1,0,50,0,4,1,3021,0
17879,Bahadurgarh,2014-12-31,Gold,Bills,F,64787,2014,12,31,2,0,50,0,0,0,3021,0
17733,Bahadurgarh,2015-01-05,Gold,Grocery,M,61263,2015,1,5,0,0,50,0,4,1,3021,0
18108,Bahadurgarh,2015-04-21,Gold,Entertainment,M,69030,2015,4,21,1,0,50,0,1,1,3022,0
18524,Baharampur,2014-04-17,Silver,Food,M,128331,2014,4,17,3,0,51,3,2,1,3023,0
16639,Baharampur,2014-04-26,Signature,Fuel,F,13010,2014,4,26,5,1,51,2,3,0,3023,0
19393,Baharampur,2014-06-20,Signature,Food,M,287682,2014,6,20,4,0,51,2,2,1,3023,0
15418,Baharampur,2014-08-18,Gold,Fuel,M,197076,2014,8,18,0,0,51,0,3,1,3023,0
15257,Baharampur,2014-09-29,Silver,Bills,F,89636,2014,9,29,0,0,51,3,0,0,3023,0
15240,Baharampur,2014-12-15,Gold,Food,M,71639,2014,12,15,0,0,51,0,2,1,3023,0
16692,Baharampur,2015-01-23,Gold,Fuel,M,43372,2015,1,23,4,0,51,0,3,1,3023,0
16095,Baharampur,2015-04-07,Platinum,Grocery,M,238342,2015,4,7,1,0,51,1,4,1,3023,0
15942,Bahraich,2014-03-05,Silver,Fuel,M,23010,2014,3,5,2,0,52,3,3,1,3024,0
16895,Bahraich,2014-12-12,Platinum,Food,F,1243,2014,12,12,4,0,52,1,2,0,3025,0
15185,Balaghat,2014-01-17,Silver,Grocery,M,107080,2014,1,17,4,0,53,3,4,1,3026,0
14085,Balaghat,2014-07-09,Platinum,Entertainment,M,116077,2014,7,9,2,0,53,1,1,1,3027,0
14849,Balaghat,2014-08-16,Platinum,Fuel,M,283975,2014,8,16,5,1,53,1,3,1,3027,0
17743,Balaghat,2014-09-23,Silver,Bills,F,133987,2014,9,23,1,0,53,3,0,0,3027,0
19614,Balaghat,2014-10-19,Gold,Bills,M,128990,2014,10,19,6,1,53,0,0,1,3027,0
19229,Balangir,2014-05-06,Platinum,Entertainment,F,33358,2014,5,6,1,0,54,1,1,0,3028,0
17270,Balangir,2014-05-29,Platinum,Food,F,139146,2014,5,29,3,0,54,1,2,0,3028,0
14964,Balangir,2015-01-10,Signature,Grocery,M,161224,2015,1,10,5,1,54,2,4,1,3029,0
16939,Balangir,2015-01-13,Signature,Food,M,97200,2015,1,13,1,0,54,2,2,1,3029,0
14797,Baleshwar Town,2014-01-13,Platinum,Bills,M,75388,2014,1,13,0,0,55,1,0,1,3030,0
16567,Baleshwar Town,2014-02-26,Signature,Fuel,F,110858,2014,2,26,2,0,55,2,3,0,3030,0
14335,Baleshwar Town,2014-07-06,Gold,Food,M,169680,2014,7,6,6,1,55,0,2,1,3031,0
16668,Baleshwar Town,2014-07-27,Gold,Grocery,M,281441,2014,7,27,6,1,55,0,4,1,3031,0
14291,Baleshwar Town,2014-09-07,Signature,Bills,M,66487,2014,9,7,6,1,55,2,0,1,3031,0
18318,Baleshwar Town,2014-09-22,Signature,Bills,F,109911,2014,9,22,0,0,55,2,0,0,3031,0
19906,Baleshwar Town,2015-01-06,Signature,Bills,M,190958,2015,1,6,1,0,55,2,0,1,3032,0
19938,Ballari,2014-03-25,Silver,Grocery,M,105356,2014,3,25,1,0,56,3,4,1,3033,0
17067,Ballari,2014-03-26,Signature,Fuel,M,169369,2014,3,26,2,0,56,2,3,1,3033,0
14164,Ballari,2014-06-14,Silver,Bills,F,125105,2014,6,14,5,1,56,3,0,0,3033,0
15208,Ballari,2014-09-30,Silver,Food,F,275415,2014,9,30,1,0,56,3,2,0,3034,0
17478,Ballari,2014-10-15,Platinum,Fuel,F,284354,2014,10,15,2,0,56,1,3,0,3034,0
15711,Balurghat,2014-01-06,Silver,Entertainment,F,26684,2014,1,6,0,0,57,3,1,0,3035,0
17206,Balurghat,2014-01-06,Platinum,Entertainment,F,77674,2014,1,6,0,0,57,1,1,0,3036,0
18330,Balurghat,2014-04-28,Gold,Food,M,212819,2014,4,28,0,0,57,0,2,1,3037,0
18229,Balurghat,2014-06-27,Silver,Entertainment,F,139442,2014,6,27,4,0,57,3,1,0,3037,0
17240,Balurghat,2014-09-20,Gold,Food,F,80388,2014,9,20,5,1,57,0,2,0,3037,0
19258,Balurghat,2015-04-27,Gold,Bills,F,90514,2015,4,27,0,0,57,0,0,0,3038,0
15544,Bankura,2014-03-30,Platinum,Grocery,M,286632,2014,3,30,6,1,58,1,4,1,3039,0
16308,Bankura,2014-07-18,Platinum,Bills,F,211930,2014,7,18,4,0,58,1,0,0,3040,0
18472,Bankura,2014-09-05,Signature,Entertainment,F,28014,2014,9,5,4,0,58,2,1,0,3040,0
14424,Bankura,2014-10-10,Signature,Food,M,228038,2014,10,10,4,0,58,2,2,1,3040,0
17506,Bankura,2015-03-17,Signature,Bills,M,107200,2015,3,17,1,0,58,2,0,1,3041,0
15422,Bapatla,2014-12-27,Silver,Food,F,153626,2014,12,27,5,1,59,3,2,0,3042,0
16416,Bapatla,2015-04-24,Silver,Grocery,M,88041,2015,4,24,4,0,59,3,4,1,3043,0
17903,Baramula,2013-10-10,Platinum,Bills,F,40176,2013,10,10,3,0,60,1,0,0,3044,0
15815,Baramula,2013-10-16,Gold,Grocery,M,197150,2013,10,16,2,0,60,0,4,1,3044,0
16102,Baramula,2013-11-24,Gold,Fuel,M,240538,2013,11,24,6,1,60,0,3,1,3044,0
17769,Baramula,2014-01-28,Gold,Bills,F,130420,2014,1,28,1,0,60,0,0,0,3044,0
16011,Baramula,2014-02-17,Silver,Grocery,F,147994,2014,2,17,0,0,60,3,4,0,3044,0
19589,Baramula,2014-03-10,Gold,Entertainment,F,259311,2014,3,10,0,0,60,0,1,0,3044,0
14942,Baramula,2014-05-27,Silver,Food,M,31497,2014,5,27,1,0,60,3,2,1,3044,0
19099,Baramula,2014-11-11,Signature,Grocery,F,53288,2014,11,11,1,0,60,2,4,0,3045,0
19606,Baramula,2015-01-31,Platinum,Grocery,M,178803,2015,1,31,5,1,60,1,4,1,3045,0
17265,Baramula,2015-04-02,Silver,Fuel,M,286703,2015,4,2,3,0,60,3,3,1,3045,0
17721,Baramula,2015-05-23,Gold,Food,F,227054,2015,5,23,5,1,60,0,2,0,3045,0
16226,Barbil,2013-11-11,Platinum,Fuel,F,49816,2013,11,11,0,0,61,1,3,0,3046,0
19639,Barbil,2013-12-30,Silver,Fuel,F,287224,2013,12,30,0,0,61,3,3,0,3046,0
15329,Barbil,2014-04-15,Gold,Entertainment,F,256764,2014,4,15,1,0,61,0,1,0,3047,0
15554,Barbil,2014-10-11,Signature,Entertainment,F,56543,2014,10,11,5,1,61,2,1,0,3048,0
14365,Barbil,2015-01-16,Platinum,Grocery,F,240601,2015,1,16,4,0,61,1,4,0,3049,0
17434,Barbil,2015-01-25,Signature,Food,F,22468,2015,1,25,6,1,61,2,2,0,3049,0
19309,Barbil,2015-03-23,Gold,Grocery,M,233669,2015,3,23,0,0,61,0,4,1,3049,0
17439,Bargarh,2014-08-09,Gold,Bills,F,76694,2014,8,9,5,1,62,0,0,0,3050,0
15756,Bargarh,2014-10-26,Gold,Entertainment,M,187593,2014,10,26,6,1,62,0,1,1,3050,0
19211,Bargarh,2015-03-24,Platinum,Grocery,F,181248,2015,3,24,1,0,62,1,4,0,3051,0
17642,Baripada Town,2013-10-26,Silver,Food,F,80257,2013,10,26,5,1,63,3,2,0,3052,0
14780,Baripada Town,2014-01-20,Platinum,Entertainment,F,157977,2014,1,20,0,0,63,1,1,0,3052,0
16401,Baripada Town,2014-01-28,Signature,Grocery,M,122041,2014,1,28,1,0,63,2,4,1,3052,0
18498,Baripada Town,2014-05-01,Signature,Food,M,273226,2014,5,1,3,0,63,2,2,1,3053,0
19318,Baripada Town,2014-06-04,Silver,Bills,F,128844,2014,6,4,2,0,63,3,0,0,3053,0
14216,Baripada Town,2014-10-26,Silver,Grocery,M,3207,2014,10,26,6,1,63,3,4,1,3054,0
17790,Baripada Town,2015-02-27,Signature,Food,M,78652,2015,2,27,4,0,63,2,2,1,3055,0
14711,Baripada Town,2015-03-12,Silver,Bills,F,157354,2015,3,12,3,0,63,3,0,0,3055,0
15387,Baripada Town,2015-04-16,Signature,Grocery,F,124215,2015,4,16,3,0,63,2,4,0,3055,0
19369,Barnala,2014-02-19,Gold,Entertainment,M,216496,2014,2,19,2,0,64,0,1,1,3056,0
14155,Barnala,2014-06-22,Signature,Bills,F,90718,2014,6,22,6,1,64,2,0,0,3057,0
19428,Barnala,2014-11-29,Gold,Food,F,59993,2014,11,29,5,1,64,0,2,0,3058,0
16963,Barnala,2014-12-24,Platinum,Fuel,F,188207,2014,12,24,2,0,64,1,3,0,3058,0
14807,Barnala,2015-05-09,Signature,Entertainment,F,188238,2015,5,9,5,1,64,2,1,0,3059,0
19928,Barpeta,2013-11-02,Silver,Entertainment,F,116894,2013,11,2,5,1,65,3,1,0,3060,0
15388,Barpeta,2014-01-26,Gold,Fuel,M,243540,2014,1,26,6,1,65,0,3,1,3060,0
14156,Barpeta,2014-07-21,Gold,Bills,M,64188,2014,7,21,0,0,65,0,0,1,3061,0
19010,Barpeta,2014-08-11,Signature,Bills,F,270879,2014,8,11,0,0,65,2,0,0,3061,0
14119,Barpeta,2014-08-13,Gold,Food,M,133742,2014,8,13,2,0,65,0,2,1,3061,0
17288,Barpeta,2014-12-09,Silver,Fuel,M,27205,2014,12,9,1,0,65,3,3,1,3062,0
19921,Barpeta,2015-04-25,Platinum,Food,M,90416,2015,4,25,5,1,65,1,2,1,3063,0
19270,Batala,2013-11-04,Platinum,Food,M,117754,2013,11,4,0,0,66,1,2,1,3064,0
19978,Batala,2013-12-21,Platinum,Bills,F,57374,2013,12,21,5,1,66,1,0,0,3064,0
15891,Batala,2014-02-03,Signature,Bills,M,140185,2014,2,3,0,0,66,2,0,1,3064,0
19674,Batala,2014-06-08,Signature,Fuel,F,75547,2014,6,8,6,1,66,2,3,0,3065,0
19006,Batala,2014-08-30,Platinum,Bills,M,244774,2014,8,30,5,1,66,1,0,1,3065,0
14489,Batala,2014-10-11,Signature,Grocery,F,216392,2014,10,11,5,1,66,2,4,0,3065,0
15555,Batala,2014-10-31,Signature,Grocery,F,54719,2014,10,31,4,0,66,2,4,0,3065,0
19114,Batala,2015-02-28,Platinum,Grocery,M,16377,2015,2,28,5,1,66,1,4,1,3066,0
16127,Batala,2015-03-11,Silver,Food,F,296548,2015,3,11,2,0,66,3,2,0,3066,0
16421,Bathinda,2013-11-05,Gold,Grocery,M,246477,2013,11,5,1,0,67,0,4,1,3067,0
16317,Bathinda,2013-11-24,Signature,Bills,M,237858,2013,11,24,6,1,67,2,0,1,3067,0
18541,Bathinda,2014-04-25,Platinum,Entertainment,F,279300,2014,4,25,4,0,67,1,1,0,3068,0
14458,Bathinda,2014-04-27,Signature,Grocery,M,130745,2014,4,27,6,1,67,2,4,1,3068,0
17598,Bathinda,2014-04-30,Gold,Bills,M,142456,2014,4,30,2,0,67,0,0,1,3068,0
15057,Bathinda,2014-05-25,Silver,Fuel,M,295699,2014,5,25,6,1,67,3,3,1,3068,0
16889,Bathinda,2014-07-15,Platinum,Bills,F,199371,2014,7,15,1,0,67,1,0,0,3068,0
14697,Bathinda,2014-07-29,Gold,Bills,F,216647,2014,7,29,1,0,67,0,0,0,3068,0
15251,Bathinda,2014-08-05,Gold,Bills,M,218425,2014,8,5,1,0,67,0,0,1,3068,0
15366,Bathinda,2014-08-12,Platinum,Fuel,M,185349,2014,8,12,1,0,67,1,3,1,3068,0
14840,Bathinda,2014-08-26,Signature,Grocery,M,230919,2014,8,26,1,0,67,2,4,1,3068,0
14244,Bathinda,2014-11-25,Platinum,Entertainment,F,230401,2014,11,25,1,0,67,1,1,0,3069,0
15497,Bathinda,2014-12-12,Gold,Fuel,M,148901,2014,12,12,4,0,67,0,3,1,3069,0
17082,Bathinda,2015-03-16,Gold,Entertainment,F,5061,2015,3,16,0,0,67,0,1,0,3070,0
17858,Begusarai,2013-12-22,Platinum,Fuel,F,99268,2013,12,22,6,1,68,1,3,0,3071,0
18919,Begusarai,2014-11-26,Platinum,Entertainment,M,195973,2014,11,26,2,0,68,1,1,1,3072,0
16475,Begusarai,2015-01-13,Signature,Grocery,M,12214,2015,1,13,1,0,68,2,4,1,3072,0
14985,Begusarai,2015-02-11,Platinum,Entertainment,M,174357,2015,2,11,2,0,68,1,1,1,3072,0
17087,Begusarai,2015-04-06,Signature,Fuel,F,40559,2015,4,6,0,0,68,2,3,0,3072,0
17161,Belagavi,2013-11-01,Signature,Grocery,F,83293,2013,11,1,4,0,69,2,4,0,3073,0
19668,Belagavi,2013-12-12,Signature,Fuel,F,76193,2013,12,12,3,0,69,2,3,0,3073,0
14265,Belagavi,2013-12-21,Signature,Bills,M,164586,2013,12,21,5,1,69,2,0,1,3073,0
16661,Belagavi,2013-12-26,Silver,Food,M,238801,2013,12,26,3,0,69,3,2,1,3073,0
14874,Belagavi,2014-01-29,Silver,Entertainment,F,42684,2014,1,29,2,0,69,3,1,0,3073,0
14541,Belagavi,2014-06-03,Silver,Bills,F,221631,2014,6,3,1,0,69,3,0,0,3074,0
18587,Belagavi,2014-07-02,Gold,Fuel,M,43260,2014,7,2,2,0,69,0,3,1,3074,0
16720,Belagavi,2014-10-08,Signature,Bills,M,30125,2014,10,8,2,0,69,2,0,1,3075,0
19100,Belagavi,2015-03-09,Platinum,Grocery,F,208717,2015,3,9,0,0,69,1,4,0,3076,0
15799,Belagavi,2015-04-12,Silver,Food,M,208216,2015,4,12,6,1,69,3,2,1,3076,0
16022,Bellampalle,2013-11-21,Signature,Fuel,F,299171,2013,11,21,3,0,70,2,3,0,3077,0
19187,Bellampalle,2014-05-09,Silver,Grocery,M,181960,2014,5,9,4,0,70,3,4,1,3078,0
14209,Bellampalle,2014-07-24,Signature,Entertainment,F,297800,2014,7,24,3,0,70,2,1,0,3078,0
16451,Bellampalle,2014-11-05,Signature,Food,F,121931,2014,11,5,2,0,70,2,2,0,3079,0
16605,Bellampalle,2015-04-16,Platinum,Food,M,92559,2015,4,16,3,0,70,1,2,1,3080,0
6931,Bengaluru,2013-10-04,Gold,Fuel,F,236037,2013,10,4,4,0,71,0,3,0,3081,0
7564,Bengaluru,2013-10-04,Silver,Food,F,205179,2013,10,4,4,0,71,3,2,0,3082,0
8645,Bengaluru,2013-10-04,Silver,Bills,M,159769,2013,10,4,4,0,71,3,0,1,3083,0
9427,Bengaluru,2013-10-04,Gold,Fuel,F,29929,2013,10,4,4,0,71,0,3,0,3084,0
11603,Bengaluru,2013-10-04,Platinum,Bills,M,18586,2013,10,4,4,0,71,1,0,1,3085,0
12513,Bengaluru,2013-10-04,Silver,Food,M,182817,2013,10,4,4,0,71,3,2,1,3086,0
2537,Bengaluru,2013-10-05,Silver,Fuel,F,127320,2013,10,5,5,1,71,3,3,0,3086,0
2980,Bengaluru,2013-10-05,Platinum,Food,M,183626,2013,10,5,5,1,71,1,2,1,3087,0
5338,Bengaluru,2013-10-05,Gold,Entertainment,M,264301,2013,10,5,5,1,71,0,1,1,3088,0
7804,Bengaluru,2013-10-05,Silver,Food,F,164024,2013,10,5,5,1,71,3,2,0,3089,0
8029,Bengaluru,2013-10-05,Silver,Fuel,F,123820,2013,10,5,5,1,71,3,3,0,3090,0
12743,Bengaluru,2013-10-05,Gold,Grocery,F,171087,2013,10,5,5,1,71,0,4,0,3091,0
166,Bengaluru,2013-10-06,Signature,Bills,F,677654,2013,10,6,6,1,71,2,0,0,3091,0
747,Bengaluru,2013-10-06,Gold,Food,F,41266,2013,10,6,6,1,71,0,2,0,3092,0
2127,Bengaluru,2013-10-06,Signature,Fuel,F,149848,2013,10,6,6,1,71,2,3,0,3093,0
3123,Bengaluru,2013-10-06,Silver,Entertainment,F,153572,2013,10,6,6,1,71,3,1,0,3094,0
7302,Bengaluru,2013-10-06,Platinum,Food,M,264084,2013,10,6,6,1,71,1,2,1,3095,0
12299,Bengaluru,2013-10-06,Platinum,Grocery,F,172280,2013,10,6,6,1,71,1,4,0,3096,0
2208,Bengaluru,2013-10-07,Silver,Fuel,F,224526,2013,10,7,0,0,71,3,3,0,3096,0
2444,Bengaluru,2013-10-07,Platinum,Fuel,M,200833,2013,10,7,0,0,71,1,3,1,3097,0
2556,Bengaluru,2013-10-07,Silver,Fuel,M,39434,2013,10,7,0,0,71,3,3,1,3098,0
2901,Bengaluru,2013-10-07,Gold,Bills,F,186328,2013,10,7,0,0,71,0,0,0,3099,0
5495,Bengaluru,2013-10-07,Gold,Bills,M,152070,2013,10,7,0,0,71,0,0,1,3100,0
9558,Bengaluru,2013-10-07,Signature,Food,F,14506,2013,10,7,0,0,71,2,2,0,3101,0
10127,Bengaluru,2013-10-07,Gold,Bills,F,53126,2013,10,7,0,0,71,0,0,0,3102,0
10921,Bengaluru,2013-10-07,Silver,Grocery,M,184766,2013,10,7,0,0,71,3,4,1,3103,0
13580,Bengaluru,2013-10-07,Gold,Bills,M,47228,2013,10,7,0,0,71,0,0,1,3104,0
3000,Bengaluru,2013-10-08,Gold,Fuel,M,156732,2013,10,8,1,0,71,0,3,1,3104,0
4513,Bengaluru,2013-10-08,Signature,Bills,F,76267,2013,10,8,1,0,71,2,0,0,3105,0
6037,Bengaluru,2013-10-08,Platinum,Fuel,M,203352,2013,10,8,1,0,71,1,3,1,3106,0
6947,Bengaluru,2013-10-08,Gold,Grocery,F,222744,2013,10,8,1,0,71,0,4,0,3107,0
7127,Bengaluru,2013-10-08,Signature,Food,F,99656,2013,10,8,1,0,71,2,2,0,3108,0
7988,Bengaluru,2013-10-08,Signature,Food,F,9478,2013,10,8,1,0,71,2,2,0,3109,0
8730,Bengaluru,2013-10-08,Gold,Bills,M,18782,2013,10,8,1,0,71,0,0,1,3110,0
10151,Bengaluru,2013-10-08,Gold,Fuel,M,118249,2013,10,8,1,0,71,0,3,1,3111,0
11084,Bengaluru,2013-10-08,Platinum,Food,M,100379,2013,10,8,1,0,71,1,2,1,3112,0
6792,Bengaluru,2013-10-09,Silver,Entertainment,F,253206,2013,10,9,2,0,71,3,1,0,3112,0
7254,Bengaluru,2013-10-09,Silver,Grocery,M,52473,2013,10,9,2,0,71,3,4,1,3113,0
8535,Bengaluru,2013-10-09,Platinum,Grocery,F,28961,2013,10,9,2,0,71,1,4,0,3114,0
9722,Bengaluru,2013-10-09,Gold,Food,F,190157,2013,10,9,2,0,71,0,2,0,3115,0
11796,Bengaluru,2013-10-09,Signature,Entertainment,F,157165,2013,10,9,2,0,71,2,1,0,3116,0
11820,Bengaluru,2013-10-09,Gold,Food,F,216547,2013,10,9,2,0,71,0,2,0,3117,0
12356,Bengaluru,2013-10-09,Platinum,Fuel,F,158261,2013,10,9,2,0,71,1,3,0,3118,0
13218,Bengaluru,2013-10-09,Gold,Bills,M,242790,2013,10,9,2,0,71,0,0,1,3119,0
5504,Bengaluru,2013-10-10,Silver,Grocery,M,291694,2013,10,10,3,0,71,3,4,1,3119,0
9120,Bengaluru,2013-10-10,Platinum,Food,M,95964,2013,10,10,3,0,71,1,2,1,3120,0
9645,Bengaluru,2013-10-10,Signature,Fuel,F,134137,2013,10,10,3,0,71,2,3,0,3121,0
3412,Bengaluru,2013-10-11,Signature,Fuel,M,48441,2013,10,11,4,0,71,2,3,1,3121,0
4765,Bengaluru,2013-10-11,Gold,Grocery,M,23448,2013,10,11,4,0,71,0,4,1,3122,0
5057,Bengaluru,2013-10-11,Signature,Bills,F,182330,2013,10,11,4,0,71,2,0,0,3123,0
7400,Bengaluru,2013-10-11,Gold,Entertainment,M,20417,2013,10,11,4,0,71,0,1,1,3124,0
10714,Bengaluru,2013-10-11,Platinum,Bills,M,201094,2013,10,11,4,0,71,1,0,1,3125,0
11555,Bengaluru,2013-10-11,Gold,Fuel,F,162498,2013,10,11,4,0,71,0,3,0,3126,0
2028,Bengaluru,2013-10-12,Silver,Fuel,F,259266,2013,10,12,5,1,71,3,3,0,3126,0
3151,Bengaluru,2013-10-12,Silver,Grocery,M,2114,2013,10,12,5,1,71,3,4,1,3127,0
4806,Bengaluru,2013-10-12,Platinum,Entertainment,M,193522,2013,10,12,5,1,71,1,1,1,3128,0
5188,Bengaluru,2013-10-12,Silver,Fuel,M,260855,2013,10,12,5,1,71,3,3,1,3129,0
9129,Bengaluru,2013-10-12,Silver,Bills,F,143847,2013,10,12,5,1,71,3,0,0,3130,0
9956,Bengaluru,2013-10-12,Signature,Food,M,234001,2013,10,12,5,1,71,2,2,1,3131,0
12272,Bengaluru,2013-10-12,Signature,Fuel,M,26752,2013,10,12,5,1,71,2,3,1,3132,0
12711,Bengaluru,2013-10-12,Signature,Grocery,M,86395,2013,10,12,5,1,71,2,4,1,3133,0
103,Bengaluru,2013-10-13,Signature,Bills,F,973026,2013,10,13,6,1,71,2,0,0,3133,0
2328,Bengaluru,2013-10-13,Gold,Fuel,M,50515,2013,10,13,6,1,71,0,3,1,3134,0
2550,Bengaluru,2013-10-13,Silver,Fuel,M,202490,2013,10,13,6,1,71,3,3,1,3135,0
3399,Bengaluru,2013-10-13,Platinum,Grocery,F,178349,2013,10,13,6,1,71,1,4,0,3136,0
3508,Bengaluru,2013-10-13,Gold,Fuel,M,66376,2013,10,13,6,1,71,0,3,1,3137,0
4271,Bengaluru,2013-10-13,Silver,Bills,F,80459,2013,10,13,6,1,71,3,0,0,3138,0
7555,Bengaluru,2013-10-13,Silver,Entertainment,M,259267,2013,10,13,6,1,71,3,1,1,3139,0
8188,Bengaluru,2013-10-13,Silver,Food,M,42507,2013,10,13,6,1,71,3,2,1,3140,0
12371,Bengaluru,2013-10-13,Signature,Entertainment,M,271916,2013,10,13,6,1,71,2,1,1,3141,0
7176,Bengaluru,2013-10-14,Signature,Fuel,F,109719,2013,10,14,0,0,71,2,3,0,3141,0
7531,Bengaluru,2013-10-14,Signature,Fuel,M,150783,2013,10,14,0,0,71,2,3,1,3142,0
8331,Bengaluru,2013-10-14,Gold,Food,M,75662,2013,10,14,0,0,71,0,2,1,3143,0
11082,Bengaluru,2013-10-14,Silver,Grocery,F,74671,2013,10,14,0,0,71,3,4,0,3144,0
13923,Bengaluru,2013-10-14,Gold,Entertainment,M,151491,2013,10,14,0,0,71,0,1,1,3145,0
576,Bengaluru,2013-10-15,Silver,Food,F,291358,2013,10,15,1,0,71,3,2,0,3145,0
1731,Bengaluru,2013-10-15,Platinum,Bills,F,154996,2013,10,15,1,0,71,1,0,0,3146,0
4776,Bengaluru,2013-10-15,Platinum,Grocery,M,265874,2013,10,15,1,0,71,1,4,1,3147,0
7579,Bengaluru,2013-10-15,Silver,Grocery,F,45396,2013,10,15,1,0,71,3,4,0,3148,0
7706,Bengaluru,2013-10-15,Silver,Bills,M,91980,2013,10,15,1,0,71,3,0,1,3149,0
10152,Bengaluru,2013-10-15,Silver,Bills,F,165781,2013,10,15,1,0,71,3,0,0,3150,0
11114,Bengaluru,2013-10-15,Signature,Fuel,M,157243,2013,10,15,1,0,71,2,3,1,3151,0
11187,Bengaluru,2013-10-15,Platinum,Bills,F,297982,2013,10,15,1,0,71,1,0,0,3152,0
11522,Bengaluru,2013-10-15,Gold,Food,M,37869,2013,10,15,1,0,71,0,2,1,3153,0
2155,Bengaluru,2013-10-16,Gold,Fuel,F,134871,2013,10,16,2,0,71,0,3,0,3153,0
3276,Bengaluru,2013-10-16,Signature,Food,M,166199,2013,10,16,2,0,71,2,2,1,3154,0
6948,Bengaluru,2013-10-16,Gold,Food,F,149612,2013,10,16,2,0,71,0,2,0,3155,0
9870,Bengaluru,2013-10-16,Signature,Grocery,M,1578,2013,10,16,2,0,71,2,4,1,3156,0
12770,Bengaluru,2013-10-16,Gold,Grocery,F,44905,2013,10,16,2,0,71,0,4,0,3157,0
607,Bengaluru,2013-10-17,Signature,Food,F,252669,2013,10,17,3,0,71,2,2,0,3157,0
3060,Bengaluru,2013-10-17,Gold,Food,F,51857,2013,10,17,3,0,71,0,2,0,3158,0
3856,Bengaluru,2013-10-17,Signature,Grocery,F,70762,2013,10,17,3,0,71,2,4,0,3159,0
4328,Bengaluru,2013-10-17,Platinum,Entertainment,F,249888,2013,10,17,3,0,71,1,1,0,3160,0
6098,Bengaluru,2013-10-17,Signature,Entertainment,F,60190,2013,10,17,3,0,71,2,1,0,3161,0
10661,Bengaluru,2013-10-17,Signature,Fuel,M,141707,2013,10,17,3,0,71,2,3,1,3162,0
538,Bengaluru,2013-10-18,Signature,Food,F,2397,2013,10,18,4,0,71,2,2,0,3162,0
1378,Bengaluru,2013-10-18,Signature,Food,F,142140,2013,10,18,4,0,71,2,2,0,3163,0
2763,Bengaluru,2013-10-18,Silver,Entertainment,M,120914,2013,10,18,4,0,71,3,1,1,3164,0
3470,Bengaluru,2013-10-18,Gold,Bills,M,90997,2013,10,18,4,0,71,0,0,1,3165,0
13430,Bengaluru,2013-10-18,Signature,Entertainment,M,236169,2013,10,18,4,0,71,2,1,1,3166,0
13842,Bengaluru,2013-10-18,Silver,Bills,F,53610,2013,10,18,4,0,71,3,0,0,3167,0
2112,Bengaluru,2013-10-19,Signature,Fuel,M,274621,2013,10,19,5,1,71,2,3,1,3167,0
5723,Bengaluru,2013-10-19,Silver,Entertainment,F,38908,2013,10,19,5,1,71,3,1,0,3168,0
6086,Bengaluru,2013-10-19,Silver,Entertainment,M,223780,2013,10,19,5,1,71,3,1,1,3169,0
